,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact,Available Bikes,Empty Slots,Number of Bikes
78,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,Coffee & Tea,Le Fouvrac,5.0,4,"1404, rue Fleury Est",+1 514-381-8871,8,6,14
79,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,Vietnamese,Pho 99 Chabanel,3.5,7,9345 Boulevard Saint-Laurent,+1 514-387-8881,8,6,14
80,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Portuguese,Restaurant O Cantinho,4.0,28,3204 Jarry Rue E,+1 514-729-9494,22,12,34
81,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Cafes,Café Zezin,5.0,9,2351 Rue Jean Talon Est,+1 438-387-1888,22,12,34
82,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Vietnamese,Banh Xeo Minh,4.5,3,2670 Rue Jarry E,+1 514-272-4636,22,12,34
83,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Bakeries,Boulangerie & Pâtisserie Tillemont,4.5,7,1812 Rue Tillemont,+1 514-727-9466,22,12,34
84,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Vietnamese,Pho Nam Quan,4.0,28,3562 Rue Jarry E,+1 514-722-1888,22,12,34
85,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Fondue,Fondue Kim Long,4.0,13,3250 Boulevard Crémazie E,+1 514-728-8088,22,12,34
86,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Pizza,Deli Plus,4.0,10,1675 Rue Villeray,+1 514-439-9393,22,12,34
87,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Vietnamese,Pho Ngon,3.5,18,3205 Boulevard Crémazie E,+1 514-723-6466,22,12,34
88,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Cambodian,Kim Hour,3.5,18,7682 Boulevard Saint-Michel,+1 514-725-7118,22,12,34
89,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Vietnamese,Pho Lam,5.0,2,8485 Boulevard Saint Michel,+1 514-504-8787,22,12,34
90,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Mediterranean,Poissonerie Restaurant Mediteraneene,5.0,4,7735 Boulevard Saint Michel,+1 514-721-5505,22,12,34
91,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Bars,Caffè Roma,5.0,3,1667 Rue Villeray,+1 514-593-0698,22,12,34
92,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Pubs,La Zone,1.0,2,2660 Rue Jarry E,+1 514-723-4440,22,12,34
93,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Bakeries,La Fleur de Sel,4.0,1,2344 Rue Jean-Talon,+1 514-374-0306,22,12,34
94,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Vietnamese,Pho Nam,4.0,9,3250 Blvd Crémazie E,+1 514-374-0306,22,12,34
95,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Cambodian,Cambo Thai,5.0,1,1660 Rue Jarry E,+1 514-849-0556,22,12,34
96,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Coffee & Tea,Tim Hortons,1.0,2,8115 Av Papineau,+1 514-374-0177,22,12,34
97,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Seafood,Club des Pecheurs,1.0,1,7933 Boulevard Saint-Michel,+1 514-550-0888,22,12,34
98,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Parks,Parc Frédéric-Back,4.0,1,2235 Rue Michel-Jurdant,+1 514-550-0888,22,12,34
99,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,Chicken Wings,PFK,2.0,8,1700 Rue Jarry E,+1 514-725-5527,22,12,34
100,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Canadian (New),Hoogan et Beaufort,4.5,85,4095 Rue Molson,+1 514-903-1233,7,10,17
101,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Pubs,Boswell,4.5,46,2407 Avenue du Mont-Royal E,+1 438-386-4661,7,10,17
102,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Brasseries,Labarake - Caserne à Manger,3.0,38,3165 Rue Rachel E,+1 514-521-0777,7,10,17
103,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Coffee & Tea,Station W,4.5,10,2600 Rue William-Tremblay,+1 514-543-9768,7,10,17
104,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Cocktail Bars,Pot Masson,3.5,47,3141 Rue Masson,+1 514-903-4585,7,10,17
105,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Coffee & Tea,Mamie Clafoutis,4.5,14,4093 Rue Molson,+1 438-384-7225,7,10,17
106,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Cafes,Café Lézard,4.0,21,"3119, rue Masson",+1 514-729-3777,7,10,17
107,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Pan Asian,Maneki Comptoir Asiat',4.0,20,3121 Rue Hochelaga E,+1 514-523-7778,7,10,17
108,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Bakeries,Croissant Croissant,4.5,40,2270 Avenue du Mont-Royal E,+1 514-543-0103,7,10,17
109,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Breakfast & Brunch,Miami Déli,3.0,47,3090 Rue Sherbrooke E,+1 514-525-0600,7,10,17
110,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Canadian (New),Rose Ross,4.5,8,3017 Rue Masson,+1 514-379-1900,7,10,17
111,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Breweries,La Succursale,4.0,25,3188 Rue Masson,+1 514-508-1615,7,10,17
112,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Sushi Bars,Nori Sushi,4.5,11,2967 Rue Sherbrooke E,+1 514-527-0000,7,10,17
113,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Cafes,Maesmi,4.5,10,3353 Rue Masson,+1 514-903-7353,7,10,17
114,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Pubs,Chez Baptiste,4.5,4,3014 Rue Masson,+1 514-729-1398,7,10,17
115,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Thai,Jardin des Délices,5.0,6,3537 Rue Rachel E,+1 514-903-6203,7,10,17
116,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Bakeries,Première Moisson,4.0,11,3001 Rue Masson,+1 514-374-7010,7,10,17
117,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Bakeries,Au Pain Doré,5.0,5,3075 Rue de Rouen,+1 514-528-8877,7,10,17
118,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,French,Magnolia,4.5,5,2600 Rue William-Tremblay,+1 514-543-5300,7,10,17
119,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,Ice Cream & Frozen Yogurt,Chocolat Favoris,4.0,2,2600 Rue William-Tremblay,+1 438-387-7614,7,10,17
120,Papineau / Émile-Journault,45.55988367688166,-73.63356828689575,Breakfast & Brunch,L'Oeufrier,3.0,4,1501 Boulevard Crémazie E,+1 514-389-7878,24,10,34
121,Papineau / Émile-Journault,45.55988367688166,-73.63356828689575,Parks,Parc Frédéric-Back,4.0,1,2235 Rue Michel-Jurdant,+1 514-389-7878,24,10,34
122,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Portuguese,Restaurant O Cantinho,4.0,28,3204 Jarry Rue E,+1 514-729-9494,6,9,15
123,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Vietnamese,Banh Xeo Minh,4.5,3,2670 Rue Jarry E,+1 514-272-4636,6,9,15
124,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Vietnamese,Pho Ngon,3.5,18,3205 Boulevard Crémazie E,+1 514-723-6466,6,9,15
125,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Haitian,Casse-Croûte Sissi & Paul,4.5,31,2517 Rue Jean-Talon E,+1 514-903-2517,6,9,15
126,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Fondue,Fondue Kim Long,4.0,13,3250 Boulevard Crémazie E,+1 514-728-8088,6,9,15
127,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Bakeries,La Conca d'Oro,4.5,8,2550 Rue Jean-Talon E,+1 514-728-2756,6,9,15
128,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Cambodian,Kim Hour,3.5,18,7682 Boulevard Saint-Michel,+1 514-725-7118,6,9,15
129,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Mediterranean,Poissonerie Restaurant Mediteraneene,5.0,4,7735 Boulevard Saint Michel,+1 514-721-5505,6,9,15
130,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Vietnamese,Pho Nam Quan,4.0,28,3562 Rue Jarry E,+1 514-722-1888,6,9,15
131,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Pubs,La Zone,1.0,2,2660 Rue Jarry E,+1 514-723-4440,6,9,15
132,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Vietnamese,Restaurant Ho Guom,4.5,2,2605 Rue Jean-Talon E,+1 514-507-8598,6,9,15
133,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Portuguese,Restaurant Sizzle,4.5,3,2468 Rue Jean-Talon E,+1 514-727-0404,6,9,15
134,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Vietnamese,Pho Rang Dong,1.0,1,2670 Rue Jarry E,+1 514-727-1818,6,9,15
135,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Vietnamese,Pho Nam,4.0,9,3250 Blvd Crémazie E,+1 514-727-1818,6,9,15
136,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Seafood,Club des Pecheurs,1.0,1,7933 Boulevard Saint-Michel,+1 514-550-0888,6,9,15
137,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Vietnamese,Pho Lam,5.0,2,8485 Boulevard Saint Michel,+1 514-504-8787,6,9,15
138,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Mexican,Mexico,4.0,5,2524 Rue Jean-Talon E,+1 514-379-1450,6,9,15
139,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Pizza,Restaurant Apelia,1.0,1,3145 Rue Jarry E,+1 514-725-3654,6,9,15
140,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Salvadoran,Doña María,5.0,4,2489 Rue Jean Talon E,+1 514-374-0074,6,9,15
141,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,Vietnamese,Banh Mi Co Kieu,5.0,4,2569 Rue Jean-Talon,+1 514-658-9393,6,9,15
142,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Sandwiches,Café Gentile,4.0,14,9299 Avenue du Parc,+1 514-383-9299,15,15,30
143,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Breakfast & Brunch,L'Oeufrier,4.0,9,235 Rue Chabanel O,+1 514-419-4208,15,15,30
144,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Desserts,Pâtisserie Mahrousé,4.5,39,9705 Boulevard de l'Acadie,+1 514-279-1629,15,15,30
145,Chabanel / du Parc,45.53830765459552,-73.6548838019371,French,Le St-Urbain,4.0,29,96 Rue Fleury O,+1 514-504-7700,15,15,30
146,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Vietnamese,Pho Mymy,3.5,46,9460 Boulevard l'Acadie,+1 514-384-7877,15,15,30
147,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Lebanese,Restaurant Shish-Kebab,4.0,13,9394 Boulevard de l'Acadie,+1 514-858-6222,15,15,30
148,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Coffee & Tea,Le Brûloir,4.0,21,318 Rue Fleury Ouest,+1 438-385-9556,15,15,30
149,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Italian,Restaurant Pasta Bar,4.5,6,230 Chabanel Rue W,+1 514-389-3888,15,15,30
150,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Breakfast & Brunch,La Prep,5.0,1,433 Rue Chabanel W,+1 514-315-4392,15,15,30
151,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Desserts,Mr. Puffs,4.0,11,9191 Boul De L'Acadie,+1 514-382-0000,15,15,30
152,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Greek,Nostos,4.0,43,9540 Boulevard de l'Acadie,+1 514-388-1981,15,15,30
153,Chabanel / du Parc,45.53830765459552,-73.6548838019371,French,Les Cavistes,4.0,13,196 Rue Fleury O,+1 514-508-5033,15,15,30
154,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Lebanese,Solemer,4.0,12,1805 Rue Sauvé Ouest,+1 514-332-2255,15,15,30
155,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Coffee Roasteries,Café Barista,5.0,6,111A Rue de Louvain O,+1 514-381-2233,15,15,30
156,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Bars,Bar Vintage 132,4.5,8,132 Rue Fleury O,+1 514-419-1404,15,15,30
157,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Sushi Bars,Kokoro Sushi,4.0,9,1150 Rue Sauvé O,+1 514-336-8282,15,15,30
158,Chabanel / du Parc,45.53830765459552,-73.6548838019371,Indian,Punjab Canteen,4.0,5,695 Rue de Liège O,+1 514-400-1080,15,15,30
