,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact,Available Bikes,Empty Slots,Number of Bikes
32,NE 50th at Fremont,45.54827571,-122.6111636,Japanese,Du's Grill,4.5,483,5365 NE Sandy Blvd,(503) 284-1773,0,6,6
33,NE 50th at Fremont,45.54827571,-122.6111636,Sports Bars,Peter's Bar and Grill,4.5,153,5701 NE Fremont St,(503) 460-0544,0,6,6
34,NE 50th at Fremont,45.54827571,-122.6111636,Coffee & Tea,Jim & Patty's Coffee,4.0,269,4951 NE Fremont St,(503) 284-2121,0,6,6
35,NE 50th at Fremont,45.54827571,-122.6111636,Cocktail Bars,Wonderly,4.5,40,4727 NE Fremont St,(503) 288-4520,0,6,6
36,NE 50th at Fremont,45.54827571,-122.6111636,Sports Bars,Deeply Rooted,4.5,11,4765 NE Fremont St,(503) 719-7806,0,6,6
37,NE 50th at Fremont,45.54827571,-122.6111636,Chinese,Zien Hong,4.0,490,5314 NE Sandy Blvd,(503) 288-4743,0,6,6
38,NE 50th at Fremont,45.54827571,-122.6111636,Steakhouses,Clyde's Prime Rib Restaurant & Bar,3.5,616,5474 NE Sandy Blvd,(503) 281-9200,0,6,6
39,NE 50th at Fremont,45.54827571,-122.6111636,Barbeque,Fire On The Mountain,3.5,600,3443 NE 57th Ave,(503) 894-8973,0,6,6
40,NE Cully at Skidmore,45.553917,-122.6020709,Beer Gardens,Cully Central,4.5,212,4579 NE Cully Blvd,(503) 206-8911,2,3,5
41,NE Cully at Skidmore,45.553917,-122.6020709,Mexican,Pinches Burros,4.5,73,5745 NE Prescott St,(503) 477-5480,2,3,5
42,NE Cully at Skidmore,45.553917,-122.6020709,Food Trucks,Mgwalexs Hawaiian Grill,4.5,94,4549 NE Cully Blvd,(971) 331-4241,2,3,5
43,NE Cully at Skidmore,45.553917,-122.6020709,Coffee & Tea,Pip's Original Doughnuts & Chai,4.5,3073,4759 NE Fremont St,(503) 206-8692,2,3,5
44,NE Cully at Skidmore,45.553917,-122.6020709,Street Vendors,Khao Niew - Lao Street Food,4.5,100,4579 NE Cully Blvd,(503) 206-8911,2,3,5
45,NE Cully at Skidmore,45.553917,-122.6020709,Mexican,El Burrito Azteca,4.5,289,6728 NE Sandy Blvd,(503) 432-8073,2,3,5
46,NE Cully at Skidmore,45.553917,-122.6020709,Thai,Bang Bang,4.0,260,4727 NE Fremont,(503) 287-3846,2,3,5
47,NE Cully at Skidmore,45.553917,-122.6020709,Vietnamese,Mekha Restaurant,4.0,498,6846 NE Sandy Blvd,(503) 719-4584,2,3,5
48,NE Cully at Skidmore,45.553917,-122.6020709,Sports Bars,Peter's Bar and Grill,4.5,153,5701 NE Fremont St,(503) 460-0544,2,3,5
49,NE Cully at Skidmore,45.553917,-122.6020709,Coffee & Tea,Bison Coffee House,4.5,165,3941 NE Cully Blvd,(503) 288-3941,2,3,5
50,NE Cully at Skidmore,45.553917,-122.6020709,Pizza,Pizzeria Otto,4.0,380,6708 NE Sandy Blvd,(971) 373-8348,2,3,5
51,NE Cully at Skidmore,45.553917,-122.6020709,Barbeque,Fire On The Mountain,3.5,600,3443 NE 57th Ave,(503) 894-8973,2,3,5
52,NE Cully at Skidmore,45.553917,-122.6020709,Vegan,Dirty Lettuce,5.0,124,4727 NE Fremont St,(971) 888-4158,2,3,5
53,NE Cully at Skidmore,45.553917,-122.6020709,Empanadas,Angel Food & Fun,4.5,189,5135 NE 60th Ave,(503) 287-7909,2,3,5
54,NE Cully at Skidmore,45.553917,-122.6020709,Bars,Hi-Top Tavern,4.5,61,5015 NE Fremont St,(503) 206-4308,2,3,5
55,NE Cully at Skidmore,45.553917,-122.6020709,Soul Food,V's Soul Food Shack,4.5,10,4549 NE 60th Ave,(503) 405-4200,2,3,5
56,NE Cully at Skidmore,45.553917,-122.6020709,Vietnamese,Three Fifty Cafe,4.5,19,6205 NE Prescott St,(503) 206-4478,2,3,5
57,NE Cully at Skidmore,45.553917,-122.6020709,Coffee & Tea,Kainos Coffee,4.5,160,6633 NE Sandy Blvd,(503) 206-4478,2,3,5
58,NE Cully at Skidmore,45.553917,-122.6020709,Italian,Amalfi's Restaurant & Mercato,3.5,425,4703 NE Fremont St,(503) 284-6747,2,3,5
59,NE Cully at Skidmore,45.553917,-122.6020709,Himalayan/Nepalese,Nepali Kitchen,4.5,48,3434 NE 49th,(503) 477-6683,2,3,5
60,SE Belmont at 45th,45.51658489,-122.6160378,British,Horse Brass Pub,4.0,733,4534 SE Belmont St,(503) 232-2202,1,2,3
61,SE Belmont at 45th,45.51658489,-122.6160378,Japanese,Musashi's Pdx,4.5,107,4246 SE Belmont St,(503) 805-0958,1,2,3
62,SE Belmont at 45th,45.51658489,-122.6160378,Breakfast & Brunch,Slappy Cakes,3.5,896,4246 SE Belmont St,(503) 477-4805,1,2,3
63,SE Belmont at 45th,45.51658489,-122.6160378,Scandinavian,Viking Soul Food,4.5,265,4255 SE Belmont St,(971) 506-5579,1,2,3
64,SE Belmont at 45th,45.51658489,-122.6160378,Mexican,Por Qué No? Taqueria,4.0,1365,4635 SE Hawthorne Blvd,(503) 954-3138,1,2,3
65,SE Belmont at 45th,45.51658489,-122.6160378,Italian,3 Doors Down Cafe & Lounge,4.5,415,1429 SE 37th Ave,(503) 236-6886,1,2,3
66,SE Belmont at 45th,45.51658489,-122.6160378,Cheesesteaks,Buddy’s Steaks,4.5,56,4255 SE Belmont St,(215) 694-8095,1,2,3
67,SE Belmont at 45th,45.51658489,-122.6160378,Pizza,Apizza Scholls,4.0,1753,4741 SE Hawthorne Blvd,(503) 233-1286,1,2,3
68,SE Belmont at 45th,45.51658489,-122.6160378,Lounges,Sapphire Hotel,4.5,492,5008 SE Hawthorne Blvd,(503) 232-6333,1,2,3
69,SE Belmont at 45th,45.51658489,-122.6160378,Burgers,Monster Smash Burgers,4.5,65,4500 SE Stark St,(503) 995-4898,1,2,3
70,SE Belmont at 45th,45.51658489,-122.6160378,Thai,Sivalai Thai Restaurant,4.5,968,4806 SE Stark St,(503) 230-2875,1,2,3
71,SE Belmont at 45th,45.51658489,-122.6160378,Noodles,Baka Umai,4.5,178,4703 SE Hawthorne Blvd,(971) 255-0116,1,2,3
72,SE Belmont at 45th,45.51658489,-122.6160378,Food Trucks,Brazilian House,4.5,98,4255 SE Belmont St,(503) 660-7556,1,2,3
73,SE Belmont at 45th,45.51658489,-122.6160378,Indonesian,Wajan,4.5,265,4611 E Burnside St,(503) 206-5916,1,2,3
74,SE Belmont at 45th,45.51658489,-122.6160378,Sandwiches,Night Owl PNW,5.0,12,4255 SE Belmont St,(971) 279-6952,1,2,3
75,SE Belmont at 45th,45.51658489,-122.6160378,Vegan,Norah,4.5,69,3801 SE Belmont St,(971) 279-6952,1,2,3
76,SE Belmont at 45th,45.51658489,-122.6160378,Breakfast & Brunch,The Waffle Window,4.5,1878,3610 SE Hawthorne Blvd,(971) 255-0501,1,2,3
77,SE Belmont at 45th,45.51658489,-122.6160378,New American,Tabor Tavern,4.0,639,5325 E Burnside St,(503) 208-3544,1,2,3
78,SE Belmont at 45th,45.51658489,-122.6160378,Beer Gardens,Belmont Station,4.0,302,4500 SE Stark St,(503) 232-8538,1,2,3
79,SE Belmont at 45th,45.51658489,-122.6160378,Indian,Dwaraka Indian Cuisine,4.0,564,3962 SE Hawthorne Blvd,(503) 230-1120,1,2,3
80,SE 37th at Gladstone,45.49333654,-122.6233971,American,Gladstone Street Pub - The Stone,4.0,105,3737 SE Gladstone St,(503) 775-3502,1,2,3
81,SE 37th at Gladstone,45.49333654,-122.6233971,Pizza,Gladstone Street Pizza,4.0,230,3813 SE Gladstone St,(503) 775-1537,1,2,3
82,SE 37th at Gladstone,45.49333654,-122.6233971,Breakfast & Brunch,Cafe Rowan,4.5,231,4437 SE Cesar E Chavez Blvd,(503) 841-5072,1,2,3
83,SE 37th at Gladstone,45.49333654,-122.6233971,Ramen,Hapa PDX,4.0,105,3848 SE Gladstone St,(503) 376-9246,1,2,3
84,SE 37th at Gladstone,45.49333654,-122.6233971,Pizza,Saint Pizza Lounge,4.5,42,3813 SE Gladstone St,(503) 775-1537,1,2,3
85,SE 37th at Gladstone,45.49333654,-122.6233971,Breweries,Hopworks Brewery,4.0,1201,2944 SE Powell Blvd,(503) 232-4677,1,2,3
86,SE 37th at Gladstone,45.49333654,-122.6233971,Coffee & Tea,Keeper Coffee,5.0,115,4515 SE 41st,(503) 891-5828,1,2,3
87,SE 37th at Gladstone,45.49333654,-122.6233971,Desserts,Premium Matcha Cafe Maiko,4.5,261,3416 SE Cesar Estrada Chavez Blvd,(971) 279-4637,1,2,3
88,SE 37th at Gladstone,45.49333654,-122.6233971,Breakfast & Brunch,C Bar,4.0,361,2886 SE Gladstone St,(503) 954-2516,1,2,3
89,SE 37th at Gladstone,45.49333654,-122.6233971,Japanese,Yoko's Japanese Restaurant,4.0,404,2878 SE Gladstone St,(503) 736-9228,1,2,3
90,SE 37th at Gladstone,45.49333654,-122.6233971,Italian,DeNicola's Restaurant,3.5,396,3520 SE Powell Blvd,(503) 239-5220,1,2,3
91,SE 37th at Gladstone,45.49333654,-122.6233971,Coffee & Tea,Coffee Beer,4.0,63,4142 SE 42nd Ave,(503) 946-8029,1,2,3
92,SE 37th at Gladstone,45.49333654,-122.6233971,Vietnamese,Pho Hung - Portland,4.0,655,4717 SE Powell Blvd,(503) 775-3170,1,2,3
93,SE 37th at Gladstone,45.49333654,-122.6233971,Southern,Matt & Memere's,4.5,57,3582 SE Powell Blvd,(971) 267-7554,1,2,3
94,SE 37th at Gladstone,45.49333654,-122.6233971,Pubs,13th Moon Gravity Well,4.5,15,4513 SE 41st Ave,(971) 267-7554,1,2,3
95,SE 37th at Gladstone,45.49333654,-122.6233971,Food Trucks,808 Grinds - Food Cart,4.5,138,5226 SE 26th Ave,(503) 941-6637,1,2,3
96,SE 37th at Gladstone,45.49333654,-122.6233971,Burgers,Super Deluxe,3.5,579,5009 SE Powell Blvd,(503) 941-6637,1,2,3
97,SE 37th at Gladstone,45.49333654,-122.6233971,Food Trucks,Noah Halal - Gyros & Shwarma,4.5,53,3582 SE Powell Blvd,(503) 619-5756,1,2,3
98,SE 37th at Gladstone,45.49333654,-122.6233971,Food Trucks,Super Bowl PDX,4.0,16,3582 SE Powell Blvd,(503) 880-3913,1,2,3
99,SE 37th at Gladstone,45.49333654,-122.6233971,Donuts,Sesame Donuts,4.5,24,4102 SE Powell Blvd,(503) 880-3913,1,2,3
100,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Pizza,Virtuous Pie,4.5,414,1126 SE Division St,(503) 334-2073,11,0,11
101,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Breakfast & Brunch,Pine State Biscuits,4.5,1325,1100 SE Division St,(503) 236-3346,11,0,11
102,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Cocktail Bars,Jacqueline,4.5,402,2039 SE Clinton St,(503) 327-8637,11,0,11
103,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Sandwiches,Double Dragon,4.0,493,1235 SE Division St,(503) 230-8340,11,0,11
104,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Barbeque,Botto's BBQ,4.5,201,3120 SE Milwaukie Ave,(503) 206-6936,11,0,11
105,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,New American,Quaintrelle,4.5,219,2032 SE Clinton St,(503) 200-5787,11,0,11
106,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Cocktail Bars,Palomar,4.0,231,959 SE Division St,(971) 357-8020,11,0,11
107,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Thai,The Chomp,4.5,39,3200 SE Milwaukie Ave,(503) 922-7292,11,0,11
108,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,African,Akadi PDX,4.5,280,1001 SE Division,(503) 477-7138,11,0,11
109,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Sandwiches,The Baker's Mark,4.5,283,1126 SE Division St,(503) 477-7138,11,0,11
110,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Mexican,Nuestra Cocina,4.5,627,2135 SE Division St,(503) 232-2135,11,0,11
111,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,New American,Genie's Cafe,4.0,537,1101 SE Division St,(503) 954-1122,11,0,11
112,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Sushi Bars,Yama Sushi & Izakaya,4.0,524,2038 SE Clinton St,(503) 231-2859,11,0,11
113,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Mexican,Taqueria Los Gorditos,3.5,483,1212 SE Division St,(503) 445-6289,11,0,11
114,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,New American,Plumb,5.0,23,2133 SE 11th Ave,(503) 875-0527,11,0,11
115,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Diners,Original Hotcake House,3.5,612,1002 SE Powell Blvd,(503) 236-7402,11,0,11
116,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Delis,Edelweiss Sausage Co & Delicatessen,4.0,305,3119 SE 12th Ave,(503) 238-4411,11,0,11
117,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,"Beer, Wine & Spirits",The Beermongers,4.5,239,2415 SE 11th Ave,(503) 234-6012,11,0,11
118,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Bakeries,Shoofly Vegan Bakery,4.5,51,2505 SE 11th Ave,(971) 229-0188,11,0,11
119,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,Bars,Apex Bar,3.5,415,1216 SE Division St,(503) 273-9227,11,0,11
120,SW 10th at Harvey Milk,45.52175423,-122.6810794,Italian,Grassa,4.0,2062,1205 SW Washington St,(503) 241-1133,2,14,16
121,SW 10th at Harvey Milk,45.52175423,-122.6810794,Mediterranean,Lil' Shalom,4.5,563,1128 SW Alder St,(503) 333-6123,2,14,16
122,SW 10th at Harvey Milk,45.52175423,-122.6810794,Southern,Screen Door Pearl District,4.5,773,1131 NW Couch St,(503) 542-0882,2,14,16
123,SW 10th at Harvey Milk,45.52175423,-122.6810794,Breakfast & Brunch,Cheryl’s on 12th,4.5,2597,1135 SW Washington St,(503) 595-2252,2,14,16
124,SW 10th at Harvey Milk,45.52175423,-122.6810794,Bars,Bullard Tavern,4.5,241,813 SW Alder St,(503) 222-1670,2,14,16
125,SW 10th at Harvey Milk,45.52175423,-122.6810794,Steakhouses,El Gaucho,4.0,751,319 SW Broadway,(503) 227-8794,2,14,16
126,SW 10th at Harvey Milk,45.52175423,-122.6810794,Seafood,Jake's Famous Crawfish,4.0,1878,401 SW 12th Ave,(503) 226-1419,2,14,16
127,SW 10th at Harvey Milk,45.52175423,-122.6810794,Tapas Bars,Lechon,4.5,1888,113 SW Naito Pkwy,(503) 219-9000,2,14,16
128,SW 10th at Harvey Milk,45.52175423,-122.6810794,Thai,Thai Peacock,4.0,1140,219 SW 9th Ave,(503) 228-2310,2,14,16
129,SW 10th at Harvey Milk,45.52175423,-122.6810794,Thai,Farmhouse Kitchen Thai Cuisine,4.0,558,121 NW 9th Ave,(971) 754-4966,2,14,16
130,SW 10th at Harvey Milk,45.52175423,-122.6810794,Italian,Mucca Osteria,4.5,585,1022 SW Morrison St,(503) 227-5521,2,14,16
131,SW 10th at Harvey Milk,45.52175423,-122.6810794,Brewpubs,Deschutes Brewery Portland Public House,4.0,3516,210 NW 11th Ave,(503) 296-4906,2,14,16
132,SW 10th at Harvey Milk,45.52175423,-122.6810794,Sushi Bars,Bamboo Sushi,4.0,735,404 SW 12th Ave,(503) 444-7455,2,14,16
133,SW 10th at Harvey Milk,45.52175423,-122.6810794,Italian,Il Solito,4.0,197,627 SW Washington St,(503) 228-1515,2,14,16
134,SW 10th at Harvey Milk,45.52175423,-122.6810794,Korean,Toki,4.0,295,580 SW 12th Ave,(503) 312-3037,2,14,16
135,SW 10th at Harvey Milk,45.52175423,-122.6810794,Mediterranean,Mediterranean Exploration Company,4.5,971,333 NW 13th Ave,(503) 222-0906,2,14,16
136,SW 10th at Harvey Milk,45.52175423,-122.6810794,Wine Bars,Andina,4.5,3267,1314 NW Glisan St,(503) 228-9535,2,14,16
137,SW 10th at Harvey Milk,45.52175423,-122.6810794,Vietnamese,Luc Lac,4.0,4200,835 SW 2nd Ave,(503) 222-0047,2,14,16
138,SW 10th at Harvey Milk,45.52175423,-122.6810794,Sandwiches,Lardo,4.0,1241,1205 SW Washington St,(503) 241-2490,2,14,16
139,SW 10th at Harvey Milk,45.52175423,-122.6810794,Breakfast & Brunch,Mother’s Bistro & Bar,4.5,5017,121 SW 3rd Ave,(503) 464-1122,2,14,16
140,SE Elliott at Division,45.50512504,-122.6533681,Pizza,Virtuous Pie,4.5,414,1126 SE Division St,(503) 334-2073,11,6,17
141,SE Elliott at Division,45.50512504,-122.6533681,Sandwiches,Double Dragon,4.0,493,1235 SE Division St,(503) 230-8340,11,6,17
142,SE Elliott at Division,45.50512504,-122.6533681,Breakfast & Brunch,Pine State Biscuits,4.5,1325,1100 SE Division St,(503) 236-3346,11,6,17
143,SE Elliott at Division,45.50512504,-122.6533681,Cocktail Bars,Jacqueline,4.5,402,2039 SE Clinton St,(503) 327-8637,11,6,17
144,SE Elliott at Division,45.50512504,-122.6533681,Cocktail Bars,Palomar,4.0,231,959 SE Division St,(971) 357-8020,11,6,17
145,SE Elliott at Division,45.50512504,-122.6533681,New American,Plumb,5.0,23,2133 SE 11th Ave,(503) 875-0527,11,6,17
146,SE Elliott at Division,45.50512504,-122.6533681,New American,Quaintrelle,4.5,219,2032 SE Clinton St,(503) 200-5787,11,6,17
147,SE Elliott at Division,45.50512504,-122.6533681,African,Akadi PDX,4.5,280,1001 SE Division,(503) 477-7138,11,6,17
148,SE Elliott at Division,45.50512504,-122.6533681,Mexican,Taqueria Los Gorditos,3.5,483,1212 SE Division St,(503) 445-6289,11,6,17
149,SE Elliott at Division,45.50512504,-122.6533681,New American,Genie's Cafe,4.0,537,1101 SE Division St,(503) 954-1122,11,6,17
150,SE Elliott at Division,45.50512504,-122.6533681,Mediterranean,Nicholas Restaurant,4.0,1377,1109 SE Madison St,(503) 235-5123,11,6,17
151,SE Elliott at Division,45.50512504,-122.6533681,Sandwiches,The Baker's Mark,4.5,283,1126 SE Division St,(503) 235-5123,11,6,17
152,SE Elliott at Division,45.50512504,-122.6533681,Bars,Apex Bar,3.5,415,1216 SE Division St,(503) 273-9227,11,6,17
153,SE Elliott at Division,45.50512504,-122.6533681,Mexican,Nuestra Cocina,4.5,627,2135 SE Division St,(503) 232-2135,11,6,17
154,SE Elliott at Division,45.50512504,-122.6533681,Cocktail Bars,Deadshot,4.5,87,2133 SE 11th Ave,(503) 875-0527,11,6,17
155,SE Elliott at Division,45.50512504,-122.6533681,"Beer, Wine & Spirits",The Beermongers,4.5,239,2415 SE 11th Ave,(503) 234-6012,11,6,17
156,SE Elliott at Division,45.50512504,-122.6533681,Pizza,Ranch Pizza Southeast ,4.5,52,2239 SE 11th Ave,(503) 265-8118,11,6,17
157,SE Elliott at Division,45.50512504,-122.6533681,Beer Bar,Chuckanut Brewery - P.Nut Beerhall,4.5,14,920 SE Caruthers St,(360) 752-3377,11,6,17
158,SE Elliott at Division,45.50512504,-122.6533681,Sandwiches,Lardo,4.0,1368,1212 SE Hawthorne St,(503) 234-7786,11,6,17
159,SE Elliott at Division,45.50512504,-122.6533681,Sushi Bars,Yama Sushi & Izakaya,4.0,524,2038 SE Clinton St,(503) 231-2859,11,6,17
160,SE Clinton at 26th,45.50356665,-122.6395279,Filipino,Magna Kusina,4.5,210,2525 SE Clinton St,(503) 395-8542,1,5,6
161,SE Clinton at 26th,45.50356665,-122.6395279,Cocktail Bars,Jacqueline,4.5,402,2039 SE Clinton St,(503) 327-8637,1,5,6
162,SE Clinton at 26th,45.50356665,-122.6395279,New American,Quaintrelle,4.5,219,2032 SE Clinton St,(503) 200-5787,1,5,6
163,SE Clinton at 26th,45.50356665,-122.6395279,Scandinavian,Broder Café,4.5,1373,2508 SE Clinton St,(503) 736-3333,1,5,6
164,SE Clinton at 26th,45.50356665,-122.6395279,Italian,Casa Italia On Division,4.5,428,3035 SE Division St,(971) 279-5684,1,5,6
165,SE Clinton at 26th,45.50356665,-122.6395279,Cocktail Bars,Libre,5.0,5,2601 SE Clinton St,(971) 279-5684,1,5,6
166,SE Clinton at 26th,45.50356665,-122.6395279,Dive Bars,Dots Cafe,4.0,434,2521 SE Clinton St,(503) 235-0203,1,5,6
167,SE Clinton at 26th,45.50356665,-122.6395279,Mexican,Nuestra Cocina,4.5,627,2135 SE Division St,(503) 232-2135,1,5,6
168,SE Clinton at 26th,45.50356665,-122.6395279,Thai,Kati Portland,4.5,448,2932 SE Division St,(503) 477-6059,1,5,6
169,SE Clinton at 26th,45.50356665,-122.6395279,American,Reel M Inn,4.0,416,2430 SE Division St,(503) 231-3880,1,5,6
170,SE Clinton at 26th,45.50356665,-122.6395279,Latin American,Mestizo,4.5,176,2910 SE Division St,(503) 384-2273,1,5,6
171,SE Clinton at 26th,45.50356665,-122.6395279,Sushi Bars,Kashiwagi,4.5,105,2425 SE 26th Ave,(503) 233-3946,1,5,6
172,SE Clinton at 26th,45.50356665,-122.6395279,Sushi Bars,Yama Sushi & Izakaya,4.0,524,2038 SE Clinton St,(503) 231-2859,1,5,6
173,SE Clinton at 26th,45.50356665,-122.6395279,Burgers,PDX Sliders,4.5,500,3111 SE Division St,(503) 719-5464,1,5,6
174,SE Clinton at 26th,45.50356665,-122.6395279,Thai,Farmhouse Kitchen Thai Cuisine,4.5,880,3354 SE Hawthorne Blvd,(503) 432-8115,1,5,6
175,SE Clinton at 26th,45.50356665,-122.6395279,New American,Ava Gene's,4.0,753,3377 SE Division St,(971) 229-0571,1,5,6
176,SE Clinton at 26th,45.50356665,-122.6395279,Indian,Bollywood Theater,4.0,781,3010 SE Division St,(503) 477-6699,1,5,6
177,SE Clinton at 26th,45.50356665,-122.6395279,Pizza,Scottie's Pizza Parlor SE,4.5,389,2128 SE Division St,(971) 544-7878,1,5,6
178,SE Clinton at 26th,45.50356665,-122.6395279,Lounges,Lucky Horseshoe Lounge,4.5,41,2524 SE Clinton St,(503) 764-9898,1,5,6
179,SE Clinton at 26th,45.50356665,-122.6395279,Hookah Bars,007 Hookah Lounge,4.5,28,2524 SE Division St,(503) 933-0764,1,5,6
180,SE 29th at Belmont,45.51623176,-122.6360679,Greek,Bluto's,4.0,161,2838 SE Belmont St,(503) 933-0764,9,5,14
